;ARTICLE_TITLE;PUBYEAR;wos
1975;Networking Big Data: Definition, Key Technologies and Challenging Issues of Transmission;2015;True
1976;Cultivation of Innovation Talents of Information Technology in the New Era of Big Data;2013;True
1977;Privacy Protection Method in the Era of Cloud Computing and Big Data;2015;True
1978;Enterprise Innovation and Management Research in the Era of Big Data;2014;True
1979;Scalable management of storage for massive quality-adjustable sensor data;2015;True
1980;An Aggregatable Name-Based Routing for Energy-Efficient Data Sharing in Big Data Era;2015;True
1981;A Bloat-Aware Design for Big Data Applications;2013;True
1982;Sustaining Computer's Impact and Adapting to Change;2015;True
1983;Survey on Software Project Risks and Big Data Analytics;2015;True
1984;Big Data Framework for National e-Governance Plan;2013;True
1985;Predictive Methodology for Diabetic Data Analysis in Big Data;2015;True
1986;TOWARDS HPC FOR THE DIGITAL HUMANITIES, ARTS, AND SOCIAL SCIENCES;2012;True
1987;Trace Interviews: An Actor-Centered Approach;2015;True
1988;Parallel Time Series Modeling - A Case Study of In-Database Big Data Analytics;2014;True
1989;A systems science approach to fatigue management in research and health care;2014;True
1990;Distributed in-memory vocabulary tree for real-time retrieval of big data images;2015;True
1991;Multi-fidelity modelling via recursive co-kriging and Gaussian-Markov random fields;2015;True
1992;Determining Human Dynamics through the Internet of Things;2013;True
1993;Sequence analysis by iterated maps, a review;2014;True
1994;Establishing Private Social Media Networking Platform for Socio-political Organizations (Facilitating Communities Portals at Internet II);2013;True
1995;Research on Practice and Application of Big Data Mining Technology in Project Management;2015;True
1996;SNS Opinion-Based Recommendation for eTourism: A Taipei Restaurant Example;2015;True
1997;Using cluster analysis techniques based on K-means and Kohonen clustering methods in credit scoring;2014;True
1998;Distributed-Memory Parallel Algorithms for Generating Massive Scale-free Networks Using Preferential Attachment Model;2013;True
1999;Research of Performance Test Technology for Big Data Applications;2014;True
2000;Benchmarking Big Data Systems: Introducing TPC Express Benchmark HS;2015;True
2001;"Fast Transient Detection as a Prototypical ""Big Data"" Problem";2012;True
2002;On Theory in Ecology;2014;True
2003;An Extension Collaborative Innovation Model in the Context of Big Data;2015;True
2004;A Domain Knowledge Based Method on Automatic Generation of Information Requirement Against Big Data;2015;True
2005;Confusing placebo effect with natural history in epilepsy: A big data approach;2015;True
2006;Algorithms, machine intelligence, big data. General considerations;2015;True
2007;Parallel processing of large graphs;2014;True
2008;Fast Prediction Model Based Big Data System Identification;2013;True
2009;Big Data for Geo-political Analysis: application on Barack Obama's remarks and speeches;2013;True
2010;Prototype System for College Students Personalized Career Guidance Based on Big Data;2014;True
2011;A Method for Real-time Stimulation and Response Monitoring using Big Data and its Application to Tactical Training;2015;True
2012;CANDO and the infinite drug discovery frontier;2014;True
2013;Privacy Preserving Data Analytics for Smart Homes;2013;True
2014;Event graph based contradiction recognition from big data collection;2016;True
2015;Review of Energy Aware Big Data Computing Measurements, Benchmark Methods and Performance Analysis;2014;True
2016;Large mesh simplification for distributed environments;2015;True
2017;WAN Optimization Tools, Techniques and Research Issues for Cloud-based Big Data Analytics;2014;True
2018;EIC Misha Rabinovich Talks with Dejan Milojicic and Vint Cerf;2014;True
2019;Computational cancer biology: education is a natural key to many locks;2015;True
2020;Trusted Big Data Capture and Transport Architecture for Wireless Sensor Network;2014;True
2021;Framework for Social Media Big Data Quality Analysis;2015;True
2022;ONLINE RECEPTION ANALYSIS: BIG DATA IN QUALITATIVE MARKETING RESEARCH;2014;True
2023;Vitamin D deficiency in multiple sclerosis: Should testing and treatment be based on racial background?;2015;True
2024;Evidence of biotic resistance to invasions in forests of the Eastern USA;2016;True
2025;Taking the Long View: From e-Science Humanities to Humanities Digital Ecosystems;2012;True
2026;Buri: Scaling Big-Memory Computing with Hardware-Based Memory Expansion;2015;True
2027;An Improved Collaborative Filtering Algorithm Based on Sparse Dataset's Optimization with User's Browser Information;2013;True
2028;Understanding household energy consumption behavior: The contribution of energy big data analytics;2016;True
2029;A Group Mining Method for Big Data on Distributed Vehicle Trajectories in WAN;2015;True
2030;Big Data Analytics in the Public Sector: Improving the Strategic Planning in World Class Universities;2013;True
2031;Multiple Self-Controlled Case Series for Large-Scale Longitudinal Observational Databases;2013;True
2032;A Performance Analysis of MapReduce Task with Large Number of Files Dataset in Big Data Using Hadoop;2014;True
2033;Dynamic Data Migration in Hybrid Main Memories for In-Memory Big Data Storage;2014;True
2034;Adaptive Naive Bayesian Classifier for Automatic Classification Of Webpage from Massive Network Data;2014;True
2035;PROBING OF GEOSPATIAL STREAM DATA TO REPORT DISORIENTATION;2013;True
2036;CLASSIFICATION ALGORITHMS FOR BIG DATA ANALYSIS, A MAP REDUCE APPROACH;2015;True
2037;Epilepsy in 2015: the year of collaborations for big data;2016;True
2038;pLSM: A Highly Efficient LSM-Tree Index Supporting Real-Time Big Data Analysis;2013;True
2039;Semantically-based priors and nuanced knowledge core for Big Data, Social AI, and language understanding;2014;True
2040;Big Data Platform Development with a Domain Specific Language for Telecom Industries;2013;True
2041;Weighted Naive Bayes Classifier with Forgetting for Drifting Data Streams;2015;True
2042;Strategic Transformation of Population Studies: Recommendations of the Working Group on Epidemiology and Population Sciences From the National Heart, Lung, and Blood Advisory Council and Board of External Experts;2015;True
2043;Distributed Column Subset Selection on MapReduce;2013;True
2044;Analysis and comparison of NoSQL databases with an introduction to consistent references in Big Data storage systems;2015;True
2045;Multi-Query Unification for Generating Efficient Big Data Processing Components from a DFD;2013;True
2046;Machine learning for Big Data analytics in plants;2014;True
2047;Universal designated verifier transitive signatures for graph-based big data;2015;True
2048;Synthetic Biology Driven by Harnessing Forces of Disruptive Innovation;2013;True
2049;Prediction of incident hypertension. Health implications of data mining in the 'Big Data'era;2013;True
2050;The Overview of Big Data Storage and Management;2014;True
2051;Mining the Maximum Conserved Functional Module from the Alignment of Pairwise Protein Interaction Networks;2013;True
2052;Advanced communication systems for enhanced big data technology and applications;2014;True
2053;Mining of protein-protein interfacial residues from massive protein sequential and spatial data;2015;True
2054;A Dynamic Bandwidth Allocation Algorithm in Mobile Networks with Big Data of Users and Networks;2016;True
2055;Data compression in the petascale astronomy era: A GERLUMPH case study;2015;True
2056;Addressing Big Data Issues in Scientific Data Infrastructure;2013;True
2057;Visualizing Large Scale Patterns and Anomalies in Geospatial Data;2012;True
2058;Throat polyp detection based on compressed big data of voice with support vector machine algorithm;2014;True
2059;EEGVIS: a MATLAB toolbox for browsing, exploring, and viewing large datasets;2012;True
2060;Big Data as an e-Health Service;2014;True
2061;Leveraging Big Data to Improve Water System Operations;2014;True
2062;A Flexible GridFTP Client for Scheduling of Big Data Transfers;2013;True
2063;24 HOUR NEAR REAL TIME PROCESSING AND COMPUTATION FOR THE JPL AIRBORNE SNOW OBSERVATORY;2014;True
2064;A new upper bound for Shannon entropy. A novel approach in modeling of Big Data applications;2016;True
2065;CAMPUS JOB SUPPLIERS' PREFERRED PERSONALITY TRAITS OF CHINESE GRADUATES: A GROUNDED THEORY INVESTIGATION;2014;True
2066;The Trouble with Algorithmic Decisions: An Analytic Road Map to Examine Efficiency and Fairness in Automated and Opaque Decision Making;2016;True
2067;Cloud Computing for Improved Healthcare: Techniques, Potential and Challenges;2013;True
2068;Moving image analysis to the cloud: A case study with a genome-scale tomographic study;2016;True
2069;LEIA: The Live Evidence Information Aggregator Towards Efficient Cyber-Law Enforcement;2013;True
2070;The digital looking glass: ethical aspects of large data collections;2015;True
2071;A NOVEL APPROACH FOR ANALYZING THE SOCIAL NETWORK;2015;True
2072;Learning to classify gender from four million images;2015;True
2073;The Art of Encephalography to Understand and Discriminate Higher Cognitive Functions Visualizing Big Data on Brain Imaging using Brain Dynamics Movies;2015;True
2074;Big data mining yields novel insights on cancer;2015;True
2075;GWAS on GPUs: Streaming Data from HDD for Sustained Performance;2013;True
2076;File Encryption Transmission Method Based on Cloud Computing;2013;True
2077;Maximizing the Potential of Very Large Corpora: 50 Years of Big Language Data at IDS Mannheim;2014;True
2078;Visualizing big network traffic data using frequent pattern mining and hypergraphs;2014;True
2079;A Straightforward Implementation of a GPU-accelerated ELM in R with NVIDIA Graphic Cards;2015;True
2080;Big Data and Chemical Education;2016;True
2081;On the Universe's Cybernetics Duality Behavior;2015;True
2082;Patient Experience of Australian General Practices;2016;True
2083;Big Data-Oriented Open Scalable Relational Data Model;2014;True
2084;Data protection in a big data society. Ideas for a future regulation;2015;True
2085;A Big Data Dashboard for Urban Mobility;2015;True
2086;Control of Synchronization and Stability for Nonlinear Complex Dynamical Networks with Different Dimensional Similar Nodes and Coupling Time-Varying Delay;2015;True
2087;VOLUNTEER PARTICIPATION IN CITIZEN SCIENCE PROJECTS;2015;True
2088;Efficient indexing RDF query algorithm for big data;2014;True
2089;A Novel Pipeline Approach for Efficient Big Data Broadcasting;2016;True
2090;Big Data Generation;2014;True
2091;NEXT GENERATION TECHNOLOGIES FOR IMPROVING PRODUCT PLANNING AND DEVELOPMENT - AN INDUSTRY PERSPECTIVE;2014;True
2092;Embracing the Complexities of 'Big Data' in Archaeology: the Case of the English Landscape and Identities Project;2016;True
2093;Density approach: a new model for BigData analysis and visualization;2016;True
2094;MataNui - A Distributed Storage Infrastructure for Scientific Data;2013;True
2095;Becoming data-savvy in a big-data world;2014;True
2096;The Big Data Development Direction of Modern Counting Computerization;2015;True
2097;A Novel Multidimensional Approach to Integrate Big Data in Business Intelligence;2015;True
2098;A knowledge-based platform for Big Data analytics based on publish/subscribe services and stream processing;2015;True
2099;The cultural environment: measuring culture with big data;2014;True
2100;From manufacturing belt, to rust belt, to college country: a visual narrative of US urban growth;2015;True
2101;Big data: a revolution that will transform our lives;2015;True
2102;Big Data and IS Research;2014;True
2103;Some Special Issues of Network Security Monitoring on Big Data Environments;2013;True
2104;Research on Improving College Students' Comprehensive Qualities in the Era of Big Data;2014;True
2105;Policy Design based on Risk at Big Data Era: Case Study of Privacy Invasion in South Korea;2014;True
2106;On the organization of cluster voting with massive distributed streams;2014;True
2107;Forecasting consumer behavior with innovative value proposition for organizations using Big Data Analytics;2013;True
2108;Optimizing star-coordinate visualization models for effective interactive cluster exploration on big data;2014;True
2109;Parallel Processing of Big Data using Power Iteration Clustering over MapReduce;2014;True
2110;A Hybrid Clustering Technique to Improve Big Data Accessibility Based on Machine Learning Approaches;2016;True
2111;Big Data Analytics on Modern Hardware Architectures: A Technology Survey;2013;True
2112;The Multidirectional Information Fusion Mobile Health Management Technology;2013;True
2113;Warped time lens in temporal imaging for optical real-time data compression;2014;True
2114;A big data urban growth simulation at a national scale: Configuring the GIS and neural network based Land Transformation Model to run in a High Performance Computing (HPC) environment;2014;True
2115;DSMC: A Novel Distributed Store-Retrieve Approach of Internet Data Using MapReduce Model and Community Detection in Big Data;2014;True
2116;Big Data: Issues, Challenges, Tools and Good Practices;2013;True
2117;Smart Meters Big Data: Game Theoretic Model for Fair Data Sharing in Deregulated Smart Grids;2015;True
2118;"Digital loyalty card ""big data' and small business marketing: Formal versus informal or complementary?";2015;True
2119;Optimizing Big Data in Bioinformatics with Swarm Algorithms;2013;True
2120;Making it big in allergy;2015;True
2121;MOMTH: multi-objective scheduling algorithm of many tasks in Hadoop;2015;True
2122;Accelerating Spark with RDMA for Big Data Processing: Early Experiences;2014;True
2123;Continuous Clustering in Big Data Learning Analytics;2013;True
2124;How Should Digital Humanities Pioneers Manage Their Data Privacy Challenges?;2015;True
2125;Learning to Rank for Top Mobile Games Prediction;2014;True
2126;High Performance Big Data Clustering;2013;True
2127;Beyond Scale: An Efficient Framework for Evaluating Web Access Control Policies in the Era of Big Data;2015;True
2128;Big Data for Development: A Review of Promises and Challenges;2016;True
2129;Establishing a University Library-Based Health Information Literacy Service Model in the Age of Big Data;2016;True
2130;Social Genome: Putting Big Data to Work for Population Informatics;2014;True
2131;Exploring Similarity Improving Product Search with Parallel Coordinates;2014;True
2132;Click Here for a Data Scientist: Big Data, Predictive Analytics, and Theory Development in the Era of a Maker Movement Supply Chain;2013;True
2133;New Benchmarking Methodology and Programming Model for Big Data Processing;2015;True
2134;Parallel Programming Paradigms and Frameworks in Big Data Era;2014;True
2135;Of the Importance of Motherhood and Apple Pie What Big Data Can Learn From Small Data;2015;True
2136;Digital Magazines: The Future of Publishing Is Here;2014;True
2137;Big data: Are large prospective randomized trials obsolete in the future?;2015;True
2138;The small light multi-function integrated remote sensing system;2015;True
2139;From Smart Grids to Business Intelligence, a Challenge for Bioinspired Systems;2015;True
2140;Research on Optimization of Financial Management in Big Data Era;2015;True
2141;The Hard-Cut EM Algorithm for Mixture of Sparse Gaussian Processes;2015;True
2142;Big Data GIS Analytics Towards Efficient Waste Management in Stockholm;2014;True
2143;Big meter data analysis of the energy efficiency potential in Stockholm's building stock;2014;True
2144;Dynamic Preclusion of Encroachment in Hadoop Distributed File System;2015;True
2145;A Practice of TPC-DS Multidimensional Implementation on NoSQL Database Systems;2014;True
2146;Providing data science support for systems pharmacology and its implications to drug discovery;2016;True
2147;Finding the right approach to big data-driven medicinal chemistry;2015;True
2148;Real-time fault detection approach of software under big data environment;2015;True
2149;An Efficient Improved Join Algorithm Using Map Reduce in Hadoop;2014;True
2150;Supporting Global Collective Intelligence via Artificial Intelligence;2014;True
2151;Algorithmic culture;2015;True
2152;Grand challenges for constraint programming;2014;True
2153;Collective behaviour, uncertainty and environmental change;2015;True
2154;Universal Intelligence, Creativity, and Trust in Emerging Global Expert Systems;2013;True
2155;From Big Noise to Big Data: Toward the Verification of Large Data sets for Understanding Regional Retail Flows;2016;True
2156;Moves on the Street: Classifying Crime Hotspots Using Aggregated Anonymized Data on People Dynamics;2015;True
2157;Pipelined HAC Estimation Engines for Multivariate Time Series;2014;True
2158;Design of intelligent transportation System based on Hadoop;2015;True
2159;Navigating a Robot through Big Visual Sensory Data;2015;True
2160;Statistics and computing: the genesis of data science;2015;True
2161;Reality mining in urban space;2013;True
2162;P4 medicine: how systems medicine will transform the healthcare sector and society;2013;True
2163;Construction of Comprehensive Evaluation Model of Credit Rating of Small and Medium Enterprises and Empirical Research;2013;True
2164;The MNI data-sharing and processing ecosystem;2016;True
2165;Toward the digital water age: Survey and case studies of Australian water utility smart-metering programs;2015;True
2166;A Model-Matching Algorithm Based on Improved BP over Out-of-order Streams;2014;True
2167;Civic Hackathons: Innovation, Procurement, or Civic Engagement?;2014;True
2168;Semantic Web and Big Data meets Applied Ontology The Ontology Summit 2014;2014;True
2169;Data-intensive applications, challenges, techniques and technologies: A survey on Big Data;2014;True
2170;A scalable and fast OPTICS for clustering trajectory big data;2015;True
2171;ERAIZDA: a model for holistic annotation of animal infectious and zoonotic diseases;2015;True
2172;Long-Term Spectrum Monitoring with Big Data Analysis and Machine Learning for Cloud-Based Radio Access Networks;2016;True
2173;An Open Framework for Dynamic Big-Data-Driven Application Systems (DBDDAS) Development;2014;True
2174;The Data Revolution: Big Data, Open Data, Data Infrastructures and Their Consequences;2015;True
2175;"A ""Big Data"" View of the Tumor ""Immunome""";2013;True
2176;Parallel construction of decision trees with consistently non-increasing expected number of tests;2015;True
2177;Discovering New Analytical Methods for Large Volume Medical and Online Data Processing;2014;True
2178;Learning Analytics: The next frontier for computer assisted language learning in big data age;2015;True
2179;Operations research in BASF's supply chain operations;2015;True
2180;Towards Model-Driven Engineering for Big Data Analytics - An Exploratory Analysis of Domain-Specific Languages for Machine Learning;2014;True
2181;Internet use that reproduces educational inequalities: Evidence from big data;2015;True
2182;Public spending as LOD: The case of Greece;2015;True
2183;Tools to Accelerate Population Science and Disease Control Research;2010;True
2184;Efficient vehicles path planning algorithm based on taxi GPS big data;2016;True
2185;A task-level adaptive Map Reduce framework for real-time streaming data in healthcare applications;2015;True
2186;Mining Twitter Big Data to Predict 2013 Pakistan Election Winner;2013;True
2187;The Business Mode Innovation in Big Data Era;2014;True
2188;Sociology and computer technologies;2015;True
2189;Accelerating Iterative Big Data Computing Through MPI;2015;True
2190;Water isotope systematics: Improving our palaeoclimate interpretations Introduction;2016;True
2191;Link and Annotation Prediction Using Topology and Feature Structure in Large Scale Social Networks;2014;True
2192;Inpainting for Big Data;2014;True
2193;A Case Study: Analyzing City Vitality with Four Pillars of Activity-Live, Work, Shop, and Play;2016;True
2194;BANKSAFE: Visual analytics for big data in large-scale computer networks;2015;True
2195;Optimizing the locations of electric taxi charging stations: A spatial-temporal demand coverage approach;2016;True
2196;From Data Quality to Big Data Quality;2015;True
2197;Linking Business Analytics to Decision Making Effectiveness: A Path Model Analysis;2015;True
2198;Impact of Big Data Analytics on Banking Sector: Learning for Indian Banks;2015;True
2199;A Fuzzy Approach for the Evaluation of Accounting Information Quality under Big Data Environmental-Case Study from China;2014;True
2200;A First Assessment of the P-SBAS DInSAR Algorithm Performances Within a Cloud Computing Environment;2015;True
2201;Achieving Big Data Privacy via Hybrid Cloud;2014;True
2202;Online Marketing Research: A Literature Review and Future Research Directions;2015;True
2203;Towards Big Data to Improve Availability of Massive Database;2013;True
2204;A global big data assessment of public attitudes towards CCS through the media;2014;True
2205;Understanding the paradigm shift to computational social science in the presence of big data;2014;True
2206;iCurate: A Research Data Management System;2015;True
2207;Stream-Based Extreme Learning Machine Approach for Big Data Problems;2015;True
2208;Distributed Adaptive Routing Convergence to Non-Blocking DCN Routing Assignments;2014;True
2209;What is Required for Data Assimilation that is Applicable to Big Data in the Solid Earth Science? similar to Importance of Simulation-/Data-driven Data Assimilation similar to;2014;True
2210;Network Load Predictions Based on Big Data and the Utilization of Self-Organizing Maps;2014;True
2211;Cloud Computing for Big Data Entrepreneurship in the Supply Chain: Using SAP HANA for Pharmaceutical Track-and-Trace Analytics;2014;True
2212;HireSome-II: Towards Privacy-Aware Cross-Cloud Service Composition for Big Data Applications;2015;True
2213;Implementing Soft Fusion;2013;True
2214;Implementing Randomized Matrix Algorithms in Parallel and Distributed Environments;2016;True
2215;Modelling Cities as a collection of TeraSystems - Computational challenges in Multi-Agent Approach;2015;True
2216;Integrative methods for analyzing big data in precision medicine;2016;True
2217;Targeted Learning in Healthcare Research;2015;True
2218;Some experiences and opportunities for big data in translational research;2013;True
2219;Scalable Online Betweenness Centrality in Evolving Graphs;2015;True
2220;Big Data and Industrial Ecology;2015;True
2221;Measuring Surveillance In Online Advertising: A Big Data Approach;2014;True
2222;Predicting Health Care Risk with Big Data Drawn from Clinical Physiological Parameters;2014;True
2223;Topic Detection based on Group Average Hierarchical Clustering;2013;True
2224;Complex Statistical Analysis of Big Data: Implementation and Application of Apriori and FP-Growth Algorithm Based on MapReduce;2012;True
2225;Message Oriented Middleware Data Processing Model In Internet of Things;2012;True
2226;WWN-8: Incremental Online Stereo with Shape-from-X Using Life-Long Big Data from Multiple Modalities;2015;True
2227;The Research of Genetic Search Strategy in High Dimensional Data Mining;2015;True
2228;An Improved Keyword Search on Big Data Graph with Graphics Processors;2016;True
2229;From big data analysis to personalized medicine for all: challenges and opportunities;2015;True
2230;OLAP analysis based on clustering over big data streams;2015;True
2231;Smart-Contents Visualization of Publishing Big Data Using NFC Technology;2012;True
2232;Big data in medicine and healthcare;2015;True
2233;High Impedance Fault and Heavy Load under Big Data Context;2015;True
2234;Opportunities in Big Data Management and Processing;2014;True
2235;Collaborative Biomedicine in the Age of Big Data: The Case of Cancer;2014;True
2236;Public policy response, aging in place, and big data platforms: Creating an effective collaborative system to cope with aging of the population;2015;True
2237;Multifocal optical nanoscopy for big data recording at 30 TB capacity and gigabits/second data rate;2015;True
2238;Robust, Scalable, and Fast Bootstrap Method for Analyzing Large Scale Data;2016;True
2239;Biomonitoring for the 21st Century: new perspectives in an age of globalisation and emerging environmental threats;2013;True
2240;This One Does Not Go Up to 11: The Quantified Self Movement as an Alternative Big Data Practice;2014;True
2241;Discovering Spread Mode of Public Opinions in Incidents and Mapping it with GIS: a Case on Big Geospatial Data Analytics;2014;True
2242;Big Data and Ecosystem Research Programmes;2014;True
2243;From the bench to the bedside in the big data age: ethics and practices of consent and privacy for clinical genomics and personalized medicine;2015;True
2244;Big data in smart cities;2015;True
2245;Canonic Route Splitting;2014;True
2246;Efficient global portfolios: Big data and investment universes;2013;True
2247;The Experience of NoSQL Database in Telecommunication Enterprise;2013;True
2248;Barriers to ITS Adoption: A Systematic Mapping Study;2014;True
2249;Enabling proactive data management in virtualized Hadoop clusters based on predicted data activity patterns;2013;True
2250;IIRS: A Novel Framework of Identifying Commodity Entities on E-commerce Big Data;2015;True
2251;i(2)MapReduce: Incremental MapReduce for Mining Evolving Big Data;2015;True
2252;The anatomy of big data computing;2016;True
2253;Design and Implementation of an Extended Corporate CRM Database System with Big Data Analytical Functionalities;2015;True
2254;GPU-Accelerated Incremental Correlation Clustering of Large Data with Visual Feedback;2013;True
2255;"Human neuroimaging as a ""Big Data"" science";2014;True
2256;Perils and promise in big data;2015;True
2257;A Virtual Network Performance Optimization Strategy for Cloud-based Big Data Processing;2015;True
2258;Identification of tourist hot spots based on social networks: A comparative analysis of European metropolises using photo-sharing services and GIS;2015;True
2259;"The ""omics"" of human male infertility: integrating big data in a systems biology approach";2016;True
2260;A Distributed Infrastructure for Earth-Science Big Data Retrieval;2015;True
2261;"Crowd-Funded Micro-Grants for Genomics and ""Big Data"": An Actionable Idea Connecting Small (Artisan) Science, Infrastructure Science, and Citizen Philanthropy";2013;True
2262;Recent advances and emerging challenges of feature selection in the context of big data;2015;True
2263;Big Data and Humanitarian Supply Networks: Can Big Data give Voice to the Voiceless?;2013;True
2264;From Analytics-as-a-Service to Analytics-as-a-Consumer-Service: Exploring a New Direction in Business Intelligence and Analytics Research;2015;True
2265;MapReduce Based Text Detection in Big Data Natural Scene Videos;2015;True
2266;Big Data Analytics in Immunology: A Knowledge-Based Approach;2014;True
2267;Big Data in Memory: Benchmarking In Memory Database Using the Distributed Key-Value Store for Constructing a Large Scale Information Infrastructure;2014;True
2268;Self-Organized Predictor of Methane Concentration Warnings in Coal Mines;2015;True
2269;Scalable Visualization of DBpedia Ontology Using Hadoop;2013;True
2270;Big data security issues based on quantum cryptography and privacy with authentication for mobile data center;2015;True
2271;A PERFORMANCE MODELING LANGUAGE FOR BIG DATA ARCHITECTURES;2013;True
2272;A New Sampling Approach for Classification of Imbalanced Data sets with High Density;2014;True
2273;Online Algorithms for Uploading Deferrable Big Data to The Cloud;2014;True
2274;Efficient denoising algorithms for large experimental datasets and their applications in Fourier transform ion cyclotron resonance mass spectrometry;2014;True
2275;MATRIX-VALUE REGRESSION FOR SINGLE-IMAGE SUPER-RESOLUTION;2013;True
2276;Group-PCA for very large fMRI datasets;2014;True
2277;Asymptotic scheduling for many task computing in Big Data platforms;2015;True
2278;Distributed Multigrid Technique for Seismic Tomography in Sensor Networks;2015;True
2279;The big data challenges of connectomics;2014;True
2280;Parallel Glowworm Swarm Optimization Clustering Algorithm based on MapReduce;2014;True
2281;Editorial: Uncertainty in learning from big data;2015;True
2282;Big Data Analytics as a Service for Business Intelligence;2015;True
2283;Deployment of Big Data Analytics Approaches in the Public Administration and Comparison of IT Performance Indicators;2014;True
2284;Research of Big data and data security;2015;True
2285;Constructing E-Tourism Platform Based on Service Value Broker: A Knowledge Management Perspective;2013;True
2286;Using the Big Data generated by the Smart Home to improve energy efficiency management;2016;True
2287;Greedy column subset selection for large-scale data sets;2015;True
2288;Economics in the age of big data;2014;True
2289;Quantitative Evaluation of Big Data Categorical Variables through R;2015;True
2290;The Use of Google Trends in Health Care Research: A Systematic Review;2014;True
2291;Big Data for Enhanced Learning Analytics: A Case for Large-Scale Comparative Assessments;2013;True
2292;Doubling up on the Fly: NeuroMorpho.Org Meets Big Data;2015;True
2293;Big Data Search for Environmental Telemetry;2014;True
2294;A Universal Parallel Two-Pass MDL Context Tree Compression Algorithm;2015;True
2295;Correlation Aware Technique for SQL to NoSQL Transformation;2014;True
2296;Head/tail breaks for visualization of city structure and dynamics;2015;True
2297;Prominence of MapReduce in BIG DATA Processing;2014;True
2298;HaoLap: A Hadoop based OLAP system for big data;2015;True
2299;Big Data Mining or Turning Data Mining into Predictive Analytics from Large-Scale 3Vs Data: The Future Challenge for Knowledge Discovery;2014;True
2300;Methodological challenges and analytic opportunities for modeling and interpreting Big Healthcare Data;2016;True
2301;Cloud Computing Based Data Mining of Medical Information;2015;True
2302;Low Cost Disaggregation of Smart Meter Sensor Data;2016;True
2303;Multi-Application and Large Shared Memory in a Mechatronic System for Massive Computation;2013;True
2304;Supply chain management research: Key elements of study design and statistical testing;2015;True
2305;VAST Challenge 2012: Visual Analytics for Big Data;2012;True
2306;A Compatible LZMA ORC-based Optimization for High Performance Big Data Load;2014;True
2307;Mining High Utility Itemsets in Big Data;2015;True
2308;Using Client-Side Access Partitioning for Data Clustering in Big Data Applications;2014;True
2309;Distance-Aware Virtual Cluster Performance Optimization: A Hadoop Case Study;2013;True
2310;On the Possibility of Instance-Based Stroke Recovery;2012;True
2311;Use of Mobile Technologies to Monitor Activity, Sleep, and Mood States to Identify Targets of Prevention of Mood Disorders;2015;True
2312;OPTIMISED DATA STRUCTURES FOR LARGE SCALE CONTENT-BASED GEO-INDEXING;2015;True
2313;Fault Tolerant Data Flow Using Curator - Storm;2014;True
2314;Do Applications Perform Its Original Design? A Preliminary Analysis from Internet Big Data;2015;True
2315;Big Data Pre-processing Techniques Within the Wireless Sensors Networks;2016;True
2316;Privacy Challenges and Opportunities: The Role of the Federal Trade Commission;2014;True
2317;REVENUE MANAGEMENT: PROGRESS, CHALLENGES, AND RESEARCH PROSPECTS;2015;True
2318;Increasing the Value of Big Data Projects - Investigation of Industrial Success Stories;2015;True
2319;A comprehensive ranking model for tweets big data in online social network;2016;True
2320;Balancing customer privacy, secrets, and surveillance: Insights and management;2015;True
2321;Big Impact through Big Data: Potential of Big Data in the Indian Public Sector;2012;True
2322;Computing infrastructure for big data processing;2013;True
2323;Cloud-based adaptive compression and secure management services for 3D healthcare data;2015;True
2324;Frequent Itemset Mining for Big Data;2013;True
2325;Functional Interactions as Big Data in the Human Brain;2013;True
2326;Towards big data science in the decade ahead from ten years of InCoB and the 1st ISCB-Asia Joint Conference INTRODUCTION;2011;True
2327;Scheduling of big data applications on distributed cloud based on QoS parameters;2015;True
2328;Data, DIKW, Big data and Data science;2014;True
2329;Comparative Performance Analysis of a Big Data NORA Problem on a Variety of Architectures;2013;True
2330;Synthetic DNA The next generation of big data storage;2013;True
2331;Foundations of Big Data and Analytics in Higher Education;2014;True
2332;Interactive Environment for Affective Visual Analysis of Large Data within Virtual Reality;2014;True
2333;Big data analytics for knowledge generation in tourism destinations - A case from Sweden;2014;True
2334;A Preliminary Study on Construction of Higher Education Ecosystem in the Era of Big Data;2014;True
2335;Role of data warehousing in healthcare epidemiology;2015;True
2336;Feature Maximization Based Clustering Quality Evaluation: A Promising Approach;2015;True
2337;Big data: The future of biocuration;2008;True
2338;Evolution of Corporate Marketing Model: Based on the Era of Big Data;2015;True
2339;GETTING READY FOR THE GENERATION OF A NATIONWIDE GROUND MOTION PRODUCT FOR GREAT BRITAIN USING SAR DATA STACKS: FEASIBILITY, DATA VOLUMES AND PERSPECTIVES;2015;True
2340;Anamorphic Time Stretch Transform and its Application to Analog Bandwidth Compression;2013;True
2341;Harvesting big data to enhance supply chain innovation capabilities: An analytic infrastructure based on deduction graph;2015;True
2342;Cyberhate on Social Media in the aftermath of Woolwich: A Case Study in Computational Criminology and Big Data;2016;True
2343;Big data in gastroenterology research;2014;True
2344;A Research On Development Mode Innovation Of Digital PublishingIndustry In The Age Of Big Data;2014;True
2345;Blending SQL and NewSQL Approaches Reference Architectures for Enterprise Big Data Challenges;2013;True
2346;New agent-based proactive migration method and system for Big Data Environment (BDE);2015;True
2347;Ophidia: a full software stack for scientific data analytics;2014;True
2348;Keyword Search over RDB on Big Data;2014;True
2349;Research on the Shanghai Cooperation Organization Network Architecture from the Big Data Perspective;2015;True
2350;Using Iterative MapReduce for Parallel Virtual Screening;2013;True
