;ARTICLE_TITLE;PUBYEAR;scopus
521;Accepting the challenges of social media research;2015;True
522;The formation of the big data industry and related strategies;2015;True
523;#iamhappybecause: Gross National Happiness through Twitter analysis and big data;2015;True
524;Identifying time zones in a large dataset cof music listening logs;2014;True
525;Application of big data processing technology in the intelligent network management system;2015;True
526;High-throughput neuroimaging-genetics computational infrastructure;2014;True
527;On the application of big data in future large-scale intelligent smart city installations;2014;True
528;A framework of personal data analytics for well-being oriented life support;2016;True
529;Research on key technology for data storage in smart community based on big data;2016;True
530;Managing and 3D visualization of real-time big geo-referenced data from las palmas port through a flexible open source computer architecture;2015;True
531;Big data and large sample size: A cautionary note on the potential for bias;2014;True
532;Dynamic data relevance estimation by exploring models (D2REEM);2013;True
533;Nationalism and ethnic heterogeneity: The importance of local context for nationalist party vote choice;2015;True
534;Opportunities of innovation under challenges of big data;2013;True
535;Review of information extraction technologies and applications;2013;True
536;Mining association rules in big data for E-healthcare information system;2014;True
537;Incremental computations over strongly distributed databases;2015;True
538;Expanded cloud plumes hiding Big Data ecosystem;2016;True
539;Knowledge Graph Inference for spoken dialog systems;2015;True
540;Future mobile access for open-data platforms and the BBC-DaaS system;2013;True
541;The Internet of Postal Things;2015;True
542;The non-SQL spatial data management model in big data time;2015;True
543;PQ Key-A novel key generation algorithm for processing big data using quantum computing;2013;True
544;Taking the long view: From e-Science humanities to humanities digital ecosystems;2012;True
545;M2r2: A framework for results materialization and reuse in high-level dataflow systems for big data;2013;True
546;Internationalization strategy and firm performance: Estimation of corporate strategy effect based on big data of Chinese it companies in a complex network;2015;True
547;Interest-based mining and modeling of big mobile networks;2015;True
548;Cloud-based emerging services systems;2016;True
549;Assisting developers of big data analytics applications when deploying on Hadoop clouds;2013;True
550;Visualizing large sensor network data sets in space and time with vizzly;2012;True
551;IoT-security approach analysis for the novel nutrition-based vegetable production and distribution system;2014;True
552;M2M and big data to realize the smart city;2012;True
553;From static books to dynamic knowledge bases: Software engineering education into the 21st century;2015;True
554;Innovating using big data: A social capital perspective;2014;True
555;GridFTP based real-time data movement architecture for x-ray photon correlation spectroscopy at the Advanced Photon Source;2012;True
556;Big data visualization for occupational health and security problem in oil and gas industry;2015;True
557;Clustering students for group-based learning in foreign language learning;2015;True
558;Architectural implications for exascale based on big data workflow requirements;2015;True
559;Big Data for Open Digital Innovation - A Research Roadmap;2015;True
560;Cross-layer SLA management for cloud-hosted big data analytics applications;2015;True
561;Guided Analytic Workflows through Service Composition for Population Health Studies;2015;True
562;Factors affecting small and medium-sized enterprise's information technology absorptive capability: An empirical study of jilin province in china;2014;True
563;Third International Workshop on Modeling and Management of Big Data (MoBiD'14);2015;True
564;Understanding student behaviors in online classroom: Data scientific approach;2014;True
565;CTaG: An innovative approach for optimizing recovery time in cloud environment;2015;True
566;Mining semantics for culturomics - Towards a knowledge-based approach;2013;True
567;Evolving big data stream classification with MapReduce;2014;True
568;SYNC-PROC composition operator of P/T petri process nets;2015;True
569;Will they blend?: Exploring big data computation atop traditional HPC NAS storage;2014;True
570;Data science as a service on cloud platform;2016;True
571;Big data: A research agenda;2013;True
572;Anomaly detection in cellular network data using big data analytics;2014;True
573;Guidelines for reporting methodological challenges and evaluating potential bias in dementia research;2015;True
574;Applications of deep learning for smart water networks;2015;True
575;Learning from automatically labeled data: case study on click fraud prediction;2016;True
576;A GPU Based SVM Method with Accelerated Kernel Matrix Calculation;2015;True
577;A dynamic shortest path algorithm for big data;2015;True
578;Massive parallelization of serial inference algorithms for a complex generalized linear model;2013;True
579;Crowdsourcing collection of data for crisis governance in the Post-2015 World: Potential offers and crucial challenges;2014;True
580;Role of big data in reducing the bias of a cohort study;2014;True
581;Big data biology-based predictive models Via DNA-metagenomics binning for WMD events applications;2015;True
582;Optimizing the MapReduce framework for CPU-MIC heterogeneous cluster;2015;True
583;Innovation in supply chains - Solving the agency dilemma in supply networks by using industry 4.0 technologies;2015;True
584;An item based geo-recommender system inspired by artificial immune algorithms;2013;True
585;Association Rules for Clustering Algorithms for Data Mining of Temporal Power Ramp Balance;2016;True
586;Strengthening compute and data intensive capacities of Armenia;2015;True
587;Next generation technologies for improving product planning and development - An industry perspective;2013;True
588;New computational models for big data and optimization;2015;True
589;A quantitative quality control method of big data in cancer patients using artificial neural network;2015;True
590;Efficient spatial query processing for big data;2014;True
591;Canonical correlation analysis of big data based on cloud model;2013;True
592;Network log analysis with SQL-on-Hadoop;2014;True
593;Tutorial on the internet of everything;2014;True
594;"Why privacy is not enough privacy in the context of ""ubiquitous computing"" and ""big data""";2014;True
595;Transient power quality assessment based on big data analysis;2014;True
596;R&D Plan-Informatics in the era of big data;2014;True
597;Never drive alone: Boosting carpooling with network analysis;2014;True
598;A cloud-based system framework for storage and analysis on big data of massive BIMs;2015;True
599;Which way microarchitecture?;2012;True
600;Privacy trust crisis of personal data in China in the era of Big Data: The survey and countermeasures;2015;True
601;Analysing semiconductor manufacturing big data for root cause detection of excursion for yield enhancement;2015;True
602;Big Data: A security compliance model;2015;True
603;Undergraduate biocuration: Developing tomorrow's researchers while mining today's data;2015;True
604;Asynchronous stochastic optimization for sequence training of deep neural networks: Towards big data;2014;True
605;Toward a framework for improving the execution of the big data applications;2015;True
606;Toward a big data-as-a-service for social networks graphs analysis;2016;True
607;Under the background of big data some oil company knowledge management information system planning and designs;2015;True
608;The value of learning analytics to networked learning on a personal learning environment;2011;True
609;Harvest the Information from Multimedia Big Data in Global Camera Networks;2015;True
610;Convolutional-recursive network based current transformer infrared fault image diagnosis;2015;True
611;Online big data as a source of analytic information in online research;2015;True
612;Problem-based learning approach to a course in data intensive systems;2015;True
613;Deriving age and gender from forenames for consumer analytics;2016;True
614;Design scheme for spatial database of climatic and environmental variables in Mexico, integrating big data technology;2015;True
615;Publication and consumption of caBIG data services using.NET;2010;True
616;An architecture vision for an open service cloud for the smart car;2015;True
617;Introduction to big geospatial data research;2014;True
618;Big data as strategic enabler - Insights from central european enterprises;2014;True
619;Big data processing framework of road traffic collision using distributed CEP;2014;True
620;Golden rule of forecasting: Be conservative;2015;True
621;A Hessian-Free Optimization-Based Approach to Latent-Factor-Based QoS Predictors with High Accuracy;2016;True
622;Integrated data flow delivery with built-in mass storage;2014;True
623;Design of customized local information system based on big data analysis;2016;True
624;Social science in the era of big data;2013;True
625;Building efficient probability transition matrix using machine learning from big data for personalized route prediction;2015;True
626;Big data in smart city;2014;True
627;Technologies for practical use of big data - Trend of applications, technologies, and benefits;2015;True
628;Early recognition of maneuvers in highway traffic;2015;True
629;Optical networks for cost-efficient and scalable provisioning of big data traffic;2015;True
630;A relational analytic platform with Hadoop using the On Demand Integration (ODI) capability;2014;True
631;Data quality management, data usage experience and acquisition intention of big data analytics;2014;True
632;Creating big data for pavement maintenance management of unsprung movement information from sprung acceleration;2014;True
633;The knowledge service project in the era of big data;2013;True
634;Mobile healthy effective data transmission base on big data in opportunistic networks;2015;True
635;Terabyte-sized image computations on Hadoop cluster platforms;2013;True
636;Enabling the big data analysis in the smart grid;2015;True
637;Business transformations: Inevitable changes of the era;2015;True
638;Robust censoring for linear inverse problems;2015;True
639;An efficient unsavory data detection method for internet big data;2015;True
640;Distributed block coordinate descent for minimizing partially separable functions;2015;True
641;A High-Performance DSM Leveraging Software Defined Network;2015;True
642;Building Map World big data center, creating a national strategic information basic platform;2015;True
643;Scalable OLAP queries processing towards large cluster;2015;True
644;Web-scale classification: Web classification in the big data era;2014;True
645;Online anomaly detection in big data;2014;True
646;Managing change in the delivery of complex projects: Configuration management, asset information and 'big data';2016;True
647;Contemporary Management of Critical Limb Ischemia the BEST Is Yet to Come;2016;True
648;On-demand big data analysis in digital repositories: A lightweight approach;2015;True
649;Ursachendetektion bei stochastisch auftretenden produktionsfehlern unter verwendung der assoziationsanalyse;2016;True
650;Leading NoSQL models for handling Big Data: A brief review;2016;True
651;Index system for condition evaluation of distribution network based on Big Data;2014;True
652;MapReduce based method for big data semantic clustering;2013;True
653;Big-data for building energy performance: Lessons from assembling a very large national database of building energy use;2015;True
654;Performance optimization for short job execution in Hadoop MapReduce;2014;True
655;Building a simulation-in-the-loop sensor data testbed for cloudenabled pervasive applications;2015;True
656;Holistics 3.0 for health;2014;True
657;From big data to big values: A big science leading to a revolution;2015;True
658;A Nonnegative Latent Factor Model for Large-Scale Sparse Matrices in Recommender Systems via Alternating Direction Method;2016;True
659;The state-of-the-art of social, mobility, analytics and cloud computing an empirical analysis;2015;True
660;Data processing of high-rate low-voltage distribution grid recordings for smart grid monitoring and analysis;2015;True
661;Highway traffic accident prediction using VDS big data analysis;2016;True
662;Towards a multi-cluster analytical engine for transportation data;2015;True
663;Considerations and recommendations for data availability for data analytics for manufacturing;2015;True
664;Energy efficient MapReduce with VFI-enabled multicore platforms;2015;True
665;Data Quality Issues Concerning Statistical Data Gathering Supported by Big Data Technology;2014;True
666;Functional magnetic resonance imaging based on large data;2015;True
667;DIPP?An LLC replacement policy for On-chip dynamic heterogeneous multi-core architecture;2015;True
668;Development of the Big Data Management System on National Virtual Power Plant;2016;True
669;Clustering-based collaborative filtering approach for mashups recommendation over big data;2013;True
670;The Cache and Codec Model for Storing and Manipulating Data;2014;True
671;Heading towards big data building a better data warehouse for more data, more speed, and more users;2013;True
672;Inferring social roles with spatio-temporal awareness;2016;True
673;The Internet of Things based medical emergency management using Hadoop ecosystem;2015;True
674;BANKSAFE: Visual analytics for big data in large-scale computer networks;2013;True
675;Big data and organizational learning: Conceptualizing the link;2016;True
676;Block programs: Improving efficiency of verifiable computation for circuits with repeated substructures;2015;True
677;Personal healthcare system using cloud computing;2013;True
678;Balancing the need for big data and patient data privacy-an IT infrastructure for a decentralized emergency care research database;2014;True
679;A distributed randomization framework for privacy preservation in big data;2015;True
680;IOT-StatisticDB: A general statistical database cluster mechanism for big data analysis in the internet of things;2013;True
681;High dimensional sequential regression on manifolds using adaptive hierarchical trees;2015;True
682;MAD: A monitor system for big data applications;2015;True
683;The opportunity and challenge of Big Data's application in distribution grids;2014;True
684;Power system disaster-mitigating dispatch platform based on big data;2014;True
685;A theoretical model for digital reverberations of city spaces and public places;2014;True
686;Detecting collective anomalies from multiple spatio-temporal datasets across different domains;2015;True
687;Data security scheme for multiple attribution information in big data environment;2015;True
688;Imaxinjsoftware: PLN aplicada a la mejora de la comunicacion multilingue de empresas e instituciones;2014;True
689;BitTorious volunteer: Server-side extensions for centrally-managed volunteer storage in BitTorrent swarms;2015;True
690;Use of natural language texts to create ontologies during the development of applied interface for user requests in analytical systems with high performance;2015;True
691;A localist paradigm for big data;2015;True
692;Mining network traffic anomaly based on adjustable piecewise entropy;2016;True
693;Using Memory in the Right Way to Accelerate Big Data Processing;2015;True
694;Future Challenges and Prospects for Personalized Epigenetics;2015;True
695;Alarm information processing and faulty equipment location at the patrol and maintenance center based on big data;2014;True
696;The evolution of big data and learning analytics in american higher education;2012;True
697;Mux-kmeans: Multiplex Kmeans for clustering large-scale data set;2014;True
698;Improving node-level mapreduce performance using processing-in-memory technologies;2014;True
699;On the data path performance of leaf-spine datacenter fabrics;2013;True
700;De-identified personal health care system using hadoop;2015;True
701;CLUS: Parallel subspace clustering algorithm on spark;2015;True
702;Novel read algorithms for improving the performance of big data storage systems;2015;True
703;Medicine and health care as a data problem: Will computers become better medical doctors?;2015;True
704;Mining websites preferences on web events in big data environment;2013;True
705;Engineering the value network of the customer interface and marketing in the data-rich retail environment;2014;True
706;IT-Related Service: A Multidisciplinary Perspective;2013;True
707;Sociology in the Era of Big Data: The Ascent of Forensic Social Science;2016;True
708;Transformative education Web 2.0 systems for enriching high school STEM education;2013;True
709;DIVE: A graph-based visual-analytics framework for big data;2014;True
710;An approach for big data analytics on log data of medical devices in healthcare;2015;True
711;Synthetic aperture radar image compression using discrete Anamorphic Stretch Transform;2014;True
712;Approximate weighted kernel k-means for large-scale spectral clustering;2015;True
713;Maritime situation analysis framework: Vessel interaction classification and anomaly detection;2015;True
714;Applying big data in innovative ways as the leader of a new interdisciplinary research center;2013;True
715;Teaching Statistics at Google-Scale;2015;True
716;Data analytics workloads: Characterization and similarity analysis;2015;True
717;Towards a taxonomy of standards in smart data;2015;True
718;Invideo?a novel big data analytics tool for video data analytics and its use in enhancing interactions in cybersecurity online education;2014;True
719;Big data for Natural Language Processing: A streaming approach;2014;True
720;IoT-based occupancy monitoring techniques for energy-efficient smart buildings;2015;True
721;A Hybrid Data Center Architecture for Big Data;2016;True
722;Challenges and opportunities on the large scale study of city dynamics using participatory sensing;2013;True
723;The feature selection method based on genetic algorithm for efficient of text clustering and text classification;2015;True
724;An efficient algorithm for distributed density-based outlier detection on big data;2016;True
725;DOT: A matrix model for analyzing, optimizing and deploying software for big data analytics in distributed systems;2011;True
726;Big data machine learning and graph analytics: Current state and future challenges;2015;True
727;A system for large-scale analysis of distributed cameras;2014;True
728;Special consideration for Big Data in IoE or Internet of Everything;2015;True
729;Research on IT architecture of heterogeneous big data;2015;True
730;Crossing the qualitative- quantitative divide II: Inventive approaches to big data, mobile methods, and rhythmanalysis;2013;True
731;A novel approach for open domain event schema discovery from twitter;2015;True
732;Efficient computation of the well-founded semantics over big data;2014;True
733;The European Union's Proposed Equality and Data Protection Rules: An Existential Problem for Insurers?;2015;True
734;Fitting the problem to the paradigm: Algorithm characteristics required for effective use of mapreduce;2012;True
735;Towards the automatic classification of neurons;2015;True
736;Originalism, hypothesis testing and big data;2015;True
737;Learning from big data with uncertainty - Editorial;2015;True
738;Big data research in information systems: Toward an inclusive research agenda;2016;True
739;Epidemiological data analysis in TerraFly Geo-spatial Cloud;2013;True
740;Simulation and visual analysis of Neuromusculoskeletal models and data;2015;True
741;24 Hour near real time processing and computation for the JPL Airborne Snow Observatory;2014;True
742;Walking down wall street with a tablet: A survey of stock market predictions using the web;2016;True
743;Locality analysis: A nonillion time window problem;2014;True
744;Utilization of synergetic human-machine clouds: A big data cleaning case;2014;True
745;Bio-inspired clustering: Basic features and future trends in the era of Big Data;2015;True
746;Workshop summary for the 2013 international workshop on mining unstructured big data using natural language processing;2013;True
747;Robust local outlier detection with statistical parameter for big data;2015;True
748;Privacy Preserving Deep Computation Model on Cloud for Big Data Feature Learning;2016;True
749;Social big data: Recent achievements and new challenges;2016;True
750;A security framework in G-Hadoop for big data computing across distributed Cloud data centres;2014;True
751;Building a Big Data Platform for Smart Cities: Experience and Lessons from Santander;2015;True
752;When big data leads to lost data;2012;True
753;Fast Modeling of Analytics Workloads for Big Data Services;2015;True
754;Big data and ergonomics methods: A new paradigm for tackling strategic transport safety risks;2016;True
755;Influence maximization for Big Data through entropy ranking and min-cut;2013;True
756;Leveraging the cloud for big data biometrics: Meeting the performance requirements of the next generation biometric systems;2011;True
757;Open Government Data as a Service (GoDaaS): Big data platform for mobile app developers;2015;True
758;A computational framework for integrating and retrieving biodiversity data on a large scale;2014;True
759;7 Rights of individuation: The need for greater protection of individual rights in big data;2015;True
760;Using big data for emotionally intelligent mobile services through multi-modal emotion recognition;2015;True
761;High-dimensional, massive sample-size Cox proportional hazards regression for survival analysis;2014;True
762;Profiling, quantifying, modeling and evaluating green service level objectives in cloud computing environments;2013;True
763;Industrial Big Data Analytics and Cyber-physical Systems for Future Maintenance & Service Innovation;2015;True
764;DIFTSAS: A distributed full text search and analysis system for big data;2013;True
765;Internet of things in industries: A survey;2014;True
766;Efficient duplicate detection approach for high dimensional big data;2016;True
767;Using intelligent prefetching to reduce the energy consumption of a large-scale storage system;2013;True
768;Building Model as a Service to support geosciences;2014;True
769;Big data applications: Adaptive user interfaces to enhance managerial decision making;2015;True
770;Toward big data risk analysis;2015;True
771;Resource-optimizing adaptation for big data applications;2014;True
772;Setting the direction for big data benchmark standards;2013;True
773;Scalable computing for evolutionary genomics;2012;True
774;Analysising on the library services in the age of big data;2014;True
775;Data services match based on scene in big data;2015;True
776;Parallel processing of big data using power iteration clustering over mapreduce;2014;True
777;Conciliating exploration and exploitation at middle-manager level: The case study of a European bank introducing big data;2015;True
778;Framework and implementation of a continuous network-wide health monitoring system for roadways;2014;True
779;Cloud computing and its decision-making for medical and health informatization in the context of big data;2014;True
780;A brief review on leading big data models;2014;True
781;Service science facing Big Data;2015;True
782;Rejoinder to the discussion of ?Analysis of Spatio-Temporal Mobile Phone Data: a Case Study in the Metropolitan Area of Milan?;2015;True
783;Smart data-harnessing for financial value in short-term hire electric car schemes;2015;True
784;Addressing big data time series: Mining trillions of time series subsequences under dynamic time warping;2013;True
785;Hadoop-based analysis for large-scale click-through patterns in 4G network;2015;True
786;Applying clustering analysis to heterogeneous data using similarity matrix fusion (SMF);2015;True
787;A network of cooperative learners for data-driven stream Mining;2014;True
788;Redundancy and aging of efficient multidimensional MDS parity-protected distributed storage systems;2014;True
789;Real-time event detection with water sensor networks using a spatio-temporal model;2016;True
790;Optimal configuration of PMU based on data compatibility of WAMS/SCADA and improved FCM clustering algorithm;2014;True
791;Analysis and research of problems faced by big data era;2013;True
792;Big data and visual analytics for building performance comparison;2015;True
793;Merging model-based two-dimensional principal component analysis;2015;True
794;Self-adaptive trajectory prediction model for moving objects in big data environment;2015;True
795;Cloud computing service framework for bioinformatics tools;2015;True
796;Experimental evaluations of MapReduce in biomedical text mining;2016;True
797;Perspectives on big data analytics and techniques;2015;True
798;Efficient traffic speed forecasting based on massive heterogenous historical data;2015;True
799;Second-generation big data systems;2015;True
800;Robust Censoring Using Metropolis-Hastings Sampling;2016;True
801;Multiple two-phase data processing with MapReduce;2014;True
802;A cloud-based web crawler architecture;2015;True
803;Hadoop as big data operating system - The emerging approach for managing challenges of enterprise big data platform;2015;True
804;Big brain science in the age of big data: Drawing mental blueprint;2014;True
805;Simplification of femtosecond transient absorption microscopy data from CH3NH3PbI3 perovskite thin films into decay associated amplitude maps;2016;True
806;When to stop reviewing documents in eDiscovery cases: The Lit i View quality monitor and endpoint detector;2013;True
807;Enabling trustworthy spaces via orchestrated analytical security;2013;True
808;Traffic signal phase and timing estimation from low-frequency transit bus data;2015;True
809;Quality improvement based on big data analysis;2016;True
810;Dual-Domain Hierarchical Classification of Phonetic Time Series;2015;True
811;Network topology optimization for data aggregation with splitting;2015;True
812;LEIA: The Live Evidence Information Aggregator: Towards efficient cyber-law enforcement;2013;True
813;BigBench: Towards an industry standard benchmark for big data analytics;2013;True
814;Classification of big point cloud data using cloud computing;2015;True
815;Anomaly detection based on sensor data in petroleum industry applications;2015;True
816;Data mining with big data;2014;True
817;Big Data and Population-Based Decision Support;2014;True
818;Big data predictive analtyics for proactive semiconductor equipment maintenance;2015;True
819;Big data learning resources integration and processing in cloud environments;2014;True
820;Forest of distributed b+tree based on key-value store for big-set problem;2016;True
821;Squeezing big data into a small organisation;2012;True
822;Performance optimization of big data in mobile networks;2015;True
823;Application of multi-scale state detection method based on big data in wear detection;2013;True
824;Service oriented big data management for transport;2015;True
825;Research on big data management for high-speed railway equipment;2014;True
826;Advanced Semiconductor Manufacturing Using Big Data;2015;True
827;Towards big data for activity recognition: A novel database fusion strategy;2014;True
828;Thousand to one: An image compression system via cloud search;2015;True
829;Automated equation formulation for causal loop diagrams;2015;True
830;SPLWAH: A bitmap index compression scheme for searching in archival Internet traffic;2015;True
831;Big data analysis using computational intelligence and hadoop: A study;2015;True
832;Psychological Language on Twitter Predicts County-Level Heart Disease Mortality;2015;True
833;Conceptualization with incremental bron-kerbosch algorithm in big data architecture;2016;True
834;S2MART: Smart Sql to map-reduce translators;2013;True
835;Addressing the complexities of big data analytics in healthcare: The diabetes screening case;2015;True
836;Performance and energy efficiency of big data applications in cloud environments: A Hadoop case study;2013;True
837;Towards Scalable and Accurate Online Feature Selection for Big Data;2015;True
838;An enhanced framework of genomics using big data computing;2016;True
839;The development of distributed computing technologies and BigData in LIT-JINR;2015;True
840;DESO: Addressing volume and variety in large-scale criminal cases;2015;True
841;Particle Swarm Optimization based dictionary learning for remote sensing big data;2015;True
842;"Reconceiving the morbidity and mortality conference in an era of big data. An ""unexpected"" outcomes approach";2016;True
843;Shaping QoE in the 5G ecosystem;2015;True
844;Empowered genome community: Leveraging a bioinformatics platform as a citizen-scientist collaboration tool;2015;True
845;Biological databases for human research;2015;True
846;Interference-controlled D2D routing aided by knowledge extraction at cellular infrastructure towards ubiquitous CPS;2015;True
847;Internet of things (IoT) Applications study using big data and virtualization process technology.;2015;True
848;Optimizing database load and extract for big data era;2014;True
849;Big(ger) data as better data in open distance learning;2015;True
850;Small data to Big Data: The Information Systems (IS) continuum;2014;True
851;Big data as a source for official statistics;2015;True
852;The Direction of Lightweight Ciphers in Mobile Big Data Computing;2015;True
853;Perspectives of the optical coherence tomography community on code and data sharing;2015;True
854;Production system performance prediction model based on manufacturing big data;2015;True
855;Big data x-learning resources integration and processing in cloud environments;2014;True
856;Reflections on societal and business model transformation arising from digitization and big data analytics: A research agenda;2015;True
857;Big data open platform for water resources management;2015;True
858;A system architecture for running big data workflows in the cloud;2014;True
859;Mobility big data analysis and visualization (Invited talk);2015;True
860;Parallel coordinate descent methods for big data optimization;2016;True
861;Mapping QoE through QoS in an approach to DDB architectures: Research analysis and conceptualization;2015;True
862;Software analytics: So what?;2013;True
863;A big data science experiment - Identity deception detection;2016;True
864;When is big data big enough? Implications of using GPS-based surveys for travel demand analysis;2015;True
865;The New York Botanical Garden Lichen Herbarium: A unique resource for fungal biodiversity research and education;2016;True
866;Exploiting in-network processing for big data management;2013;True
867;Miracles due to one sedimentary facies map: On mobilistic tectono-paleogeography;2015;True
868;Big data and ophthalmic research;2015;True
869;A computational model based on cooperative mobile agents for big data image segmentation;2015;True
870;Community-aware user profile enrichment in folksonomy;2014;True
871;Towards a Big Data system disaster recovery in a Private Cloud;2015;True
872;Hierarchical Crowd Detection and Representation for Big Data Analytics in Visual Surveillance;2016;True
873;Business process analytics using a big data approach;2013;True
874;Towards big data to improve availability of massive database;2013;True
875;The most advanced data mining of the big data era;2012;True
876;Framework for smart health: Toward connected data from Big Data;2015;True
877;Web technologies for environmental Big Data;2015;True
878;Risk-Adjusted Monitoring Method for Surgical Data: Methodology for Data Analytics (Work in Progress);2015;True
879;A demonstration of Rubato DB: A highly scalable NewSQL database system for OLTP and big data applications;2015;True
880;Privacy Protection Method in the Era of Cloud Computing and Big Data;2015;True
881;FPGA based custom accelerator architecture framework for complex event processing;2015;True
882;A handset-centric view of smartphone application use;2014;True
883;Extending market basket analysis with graph mining techniques: A real case;2014;True
884;Complete storm identification algorithms from big raw rainfall data using MapReduce framework;2013;True
885;Analytics for hospital management;2015;True
886;On the use of participatory sensing to better understand city dynamics;2013;True
887;Laser capture microdissection: Big data from small samples;2015;True
888;On the performance of MapReduce: A stochastic approach;2015;True
889;Hadoop and PaaS collaborative practice research in video monitoring platform;2014;True
890;Real-time streaming mobility analytics;2013;True
891;Big data and information processing in organizational decision processes: A multiple case study;2014;True
892;Process data analytics in the era of big data;2014;True
893;Best-fit mobile recharge pack recommendation;2013;True
894;Benchmarking Different MapReduce Implementations for Computer-Aided Hardware Development;2014;True
895;Spatial media/tion;2015;True
896;Parameter tuning: Exposing the gap between data curation and effective data analytics;2014;True
897;Towards a big data curated benchmark of inter-project code clones;2014;True
898;The path most traveled: Travel demand estimation using big data resources;2015;True
899;Information processing and stock market volatility - Evidence from real estate investment trusts;2015;True
900;Safer@home analytics: A big data analytical solution for smart homes;2013;True
901;Use of mobile phone data to estimate visitors mobility flows;2015;True
902;Using Big Data, Large-Scale Studies, Secondary Datasets, and Secondary Data Analysis as Tools to Inform Social Studies Teaching and Learning;2015;True
903;Symmetrical Compression Distance for Arrhythmia Discrimination in Cloud-Based Big-Data Services;2015;True
904; epiC: an extensible and scalable system for processing Big Data;2016;True
905;A study on correlations among real estate information-related variables using spatial big data;2015;True
906;Heterogeneity in the response to gasoline prices: Evidence from Pennsylvania and implications for the rebound effect;2015;True
907;An implementation approach to store GIS spatial data on NoSQL database;2014;True
908;Study on the personal push service of university library based on big data mining;2014;True
909;Cultural Value Shifting in Pronoun Use;2016;True
910;WaaS: Wisdom as a service;2014;True
911;Sentimental space based analysis of user personalized sentiments;2013;True
912;Asian Information HUB project: NICT's R&D vsion and strategies for universal communication technology in the Big Data Era;2012;True
913;Pattern graph change oriented incremental graph pattern matching;2015;True
914;Understanding worldwide human information needs revealing cultural influences in HCI by analyzing big data in interactions;2012;True
915;Power grid time series data analysis with pig on a Hadoop cluster compared to multi core systems;2013;True
916;Weaving social software features into enterprise resource planning systems;2014;True
917;NIM: Scalable distributed stream process system on mobile network data;2013;True
918;Improving data processing time with access sequence prediction;2012;True
919;From big data to knowledge: An ontological approach to big data analytics;2014;True
920;Grid analytics: How much data do you really need?;2013;True
921;BIG DATA in Decision Making Processes of Enterprises;2015;True
922;Demand response targeting using big data analytics;2013;True
923;An approach for pre-filtering images from big data sets;2015;True
924;Modeling and analyzing semiconductor yield with generalized linear mixed models;2014;True
925;Big data analytics for developing countries-using the cloud for operational bi in health;2013;True
926;A methodological approach for big data security: Application for NoSQL data stores;2015;True
927;A Practical Approach to Scalable Big Data Computing for the Personalization of Services at Samsung;2015;True
928;Big data-based multimedia transcoding method and its application in multimedia data mining-based smart transportation and telemedicine;2016;True
929;Facebook as a research tool for the social sciences: Opportunities, challenges, ethical considerations, and practical guidelines;2015;True
930;US Ignite testbeds: Advanced testbeds enable next-generation applications;2014;True
931;A strategy to create agricultural big data;2014;True
932;Effects of weather conditions, light conditions, and road lighting on vehicle speed;2016;True
933;A nearest neighbours-based algorithm for big time series data forecasting;2016;True
934;Biomarker - Vom Sein und Wesen;2015;True
935;Introduction to the service analytics minitrack;2015;True
936;BDO-SD: An efficient scheme for big data outsourcing with secure deduplication;2015;True
937;Cascading behaviour in complex socio-technical networks;2013;True
938;A resource supply-demand based approach for automatic MapReduce job optimization;2015;True
939;Emotional and Social Signals: A Neglected Frontier in Multimedia Computing?;2015;True
940;A big data inspired chaotic solution for fuzzy feedback linearization model in cyber-physical systems;2014;True
941;Out of the box - quantum information: Releasing the information from books;2012;True
942;Online makespan minimization in MapReduce-like systems with complex reduce tasks;2015;True
943;Context-aware scheduling in MapReduce: A compact review;2015;True
944;Parallel sampling from big data with uncertainty distribution;2015;True
945;Multi-fidelity modelling via recursive co-kriging and Gaussian-Markov random fields;2015;True
946;2013 trends and strategies;2013;True
947;Scalable management of storage for massive quality-adjustable sensor data;2015;True
948;Big data + politics = open data: The case of health care data in England;2013;True
949;Research on the distributed big data management of bank based on the three-tier C/S model;2015;True
950;Distributed fuzzy rough prototype selection for Big Data regression;2015;True
951;An Aggregatable Name-Based Routing for Energy-Efficient Data Sharing in Big Data Era;2015;True
952;From paper maps to the Digital Earth and the Internet of Places;2015;True
953;Discovering event regions using a large-scale trajectory dataset;2015;True
954;Distance-aware virtual cluster performance optimization: A hadoop case study;2013;True
955;Big data analytics as a service for business intelligence;2015;True
956;The evident use of evidence theory in big data analytics using cloud computing;2014;True
957;An optimal recovery time method in cloud computing;2015;True
958;The potential of translational bioinformatics approaches for pharmacology research;2015;True
959;Business process improvement by means of big data based decision support systems: A case study on call centers;2015;True
960;Big mobile data mining: Good or evil?;2014;True
961;From clickstreams to searchstreams: Search network graph evidence from a B2B e-market;2012;True
962;The politics of transparency and the calibration of knowledge in the digital age;2015;True
963;Organic streams: Data aggregation and integration based on individual needs;2013;True
964;When big data meets software-defined networking: SDN for big data and big data for SDN;2016;True
965;Big data and its applications: A review;2015;True
966;Distributed in-memory vocabulary tree for real-time retrieval of big data images;2015;True
967;Get the public opinion from content published on the web/CSM: New approach based on big data;2016;True
968;Application platform for using location information;2013;True
969;Real-time big data image classification under MapReduce framework;2014;True
970;Formal performance evaluation of the Map/Reduce framework within cloud computing;2015;True
971;Betweenness versus linerank;2015;True
972;Automata-based dynamic data processing for clouds;2014;True
