;PUBYEAR;CLASSIFICATION;DOI;ARTICLE_TITLE;AUTHOR_CNT;REF_CNT;COUNTRY_CNT;INST_CNT;CIT_CNT;KEYWORD
167;2014;Communication;10.1080/1369118X.2014.918636;Power, knowledge, and the subjects of privacy: understanding privacy as the ally of surveillance;1.0;51.0;1.0;1.0;0.0;big data
168;2014;Sociology;10.1080/1369118X.2014.918636;Power, knowledge, and the subjects of privacy: understanding privacy as the ally of surveillance;1.0;51.0;1.0;1.0;0.0;big data
169;2014;Computer Science, Theory & Methods;10.1007/s10766-013-0272-7;Parallel Programming Paradigms and Frameworks in Big Data Era;2.0;46.0;2.0;2.0;1.0;big data
170;2014;Computer Science, Artificial Intelligence;10.1007/s10115-013-0705-z;Tuple MapReduce and Pangool: an associated implementation;5.0;20.0;2.0;2.0;0.0;big data
171;2014;Computer Science, Information Systems;10.1007/s10115-013-0705-z;Tuple MapReduce and Pangool: an associated implementation;5.0;20.0;2.0;2.0;0.0;big data
172;2014;Computer Science, Software Engineering;10.4018/ijdwm.2014070104;A Holistic View of Big Data;3.0;16.0;1.0;1.0;1.0;big data
173;2014;Business, Finance;10.1080/00014788.2014.910051;Digitisation, 'Big Data' and the transformation of accounting information;2.0;95.0;1.0;1.0;1.0;big data
174;2014;Computer Science, Information Systems;10.4018/ijwsr.2014010104;Deploying Data-Intensive Service Composition with a Negative Selection Algorithm;4.0;20.0;1.0;1.0;0.0;big data
175;2014;Computer Science, Software Engineering;10.4018/ijwsr.2014010104;Deploying Data-Intensive Service Composition with a Negative Selection Algorithm;4.0;20.0;1.0;1.0;0.0;big data
176;2014;Construction & Building Technology;10.1016/j.enbuild.2014.04.017;Big meter data analysis of the energy efficiency potential in Stockholm's building stock;3.0;38.0;1.0;2.0;1.0;big data
177;2014;Energy & Fuels;10.1016/j.enbuild.2014.04.017;Big meter data analysis of the energy efficiency potential in Stockholm's building stock;3.0;38.0;1.0;2.0;1.0;big data
178;2014;Engineering, Civil;10.1016/j.enbuild.2014.04.017;Big meter data analysis of the energy efficiency potential in Stockholm's building stock;3.0;38.0;1.0;2.0;1.0;big data
179;2012;Computer Science, Software Engineering;10.1002/cpe.2857;Managing Web 2.0 Content;1.0;4.0;1.0;1.0;0.0;big data
180;2012;Computer Science, Theory & Methods;10.1002/cpe.2857;Managing Web 2.0 Content;1.0;4.0;1.0;1.0;0.0;big data
181;2014;Clinical Neurology;10.1111/bdi.12162;Advancing biomarker research: utilizing 'Big Data' approaches for the characterization and prevention of bipolar disorder;16.0;126.0;3.0;8.0;6.0;big data
182;2014;Neurosciences;10.1111/bdi.12162;Advancing biomarker research: utilizing 'Big Data' approaches for the characterization and prevention of bipolar disorder;16.0;126.0;3.0;8.0;6.0;big data
183;2014;Psychiatry;10.1111/bdi.12162;Advancing biomarker research: utilizing 'Big Data' approaches for the characterization and prevention of bipolar disorder;16.0;126.0;3.0;8.0;6.0;big data
184;2014;Pharmacology & Pharmacy;10.1517/17460441.2014.872623;The future of crystallography in drug discovery;5.0;77.0;1.0;6.0;1.0;big data
185;2014;Plant Sciences;10.1016/j.tplants.2014.08.004;Machine learning for Big Data analytics in plants;3.0;89.0;2.0;2.0;1.0;big data
186;2014;Computer Science, Artificial Intelligence;10.1007/s00521-013-1516-6;Review of information extraction technologies and applications;2.0;68.0;1.0;1.0;0.0;big data
187;2014;Computer Science, Information Systems;10.1136/amiajnl-2013-002059;Leveraging the national cyberinfrastructure for biomedical research;8.0;9.0;1.0;6.0;0.0;big data
188;2014;Computer Science, Interdisciplinary Applications;10.1136/amiajnl-2013-002059;Leveraging the national cyberinfrastructure for biomedical research;8.0;9.0;1.0;6.0;0.0;big data
189;2014;Health Care Sciences & Services;10.1136/amiajnl-2013-002059;Leveraging the national cyberinfrastructure for biomedical research;8.0;9.0;1.0;6.0;0.0;big data
190;2014;Information Science & Library Science;10.1136/amiajnl-2013-002059;Leveraging the national cyberinfrastructure for biomedical research;8.0;9.0;1.0;6.0;0.0;big data
191;2014;Medical Informatics;10.1136/amiajnl-2013-002059;Leveraging the national cyberinfrastructure for biomedical research;8.0;9.0;1.0;6.0;0.0;big data
192;2014;Statistics & Probability;10.1080/10618600.2013.841584;Parallel Bayesian Additive Regression Trees;6.0;28.0;2.0;4.0;0.0;big data
193;2015;Economics;10.1016/j.jtrangeo.2014.10.005;Time-geographic relationships between vector fields of activity patterns and transport systems;3.0;45.0;1.0;1.0;0.0;big data
194;2015;Geography;10.1016/j.jtrangeo.2014.10.005;Time-geographic relationships between vector fields of activity patterns and transport systems;3.0;45.0;1.0;1.0;0.0;big data
195;2015;Transportation;10.1016/j.jtrangeo.2014.10.005;Time-geographic relationships between vector fields of activity patterns and transport systems;3.0;45.0;1.0;1.0;0.0;big data
196;2014;Engineering, Electrical & Electronic;10.1109/JSAC.2014.140109;Distributed Adaptive Routing Convergence to Non-Blocking DCN Routing Assignments;3.0;37.0;1.0;1.0;0.0;big data
197;2014;Telecommunications;10.1109/JSAC.2014.140109;Distributed Adaptive Routing Convergence to Non-Blocking DCN Routing Assignments;3.0;37.0;1.0;1.0;0.0;big data
198;2014;Computer Science, Artificial Intelligence;10.1007/s10115-013-0727-6;A hybrid memory built by SSD and DRAM to support in-memory Big Data analytics;4.0;28.0;1.0;1.0;0.0;big data
199;2014;Computer Science, Information Systems;10.1007/s10115-013-0727-6;A hybrid memory built by SSD and DRAM to support in-memory Big Data analytics;4.0;28.0;1.0;1.0;0.0;big data
200;2014;Computer Science, Artificial Intelligence;10.1017/S0890060414000547;Reasoning about system-level failure behavior from large sets of function-based simulations;4.0;29.0;1.0;2.0;0.0;big data
201;2014;Computer Science, Interdisciplinary Applications;10.1017/S0890060414000547;Reasoning about system-level failure behavior from large sets of function-based simulations;4.0;29.0;1.0;2.0;0.0;big data
202;2014;Engineering, Multidisciplinary;10.1017/S0890060414000547;Reasoning about system-level failure behavior from large sets of function-based simulations;4.0;29.0;1.0;2.0;0.0;big data
203;2014;Engineering, Manufacturing;10.1017/S0890060414000547;Reasoning about system-level failure behavior from large sets of function-based simulations;4.0;29.0;1.0;2.0;0.0;big data
204;2014;Agricultural Economics & Policy;;Big Data and the Ag Sector: More than Lots of Numbers;1.0;19.0;1.0;1.0;1.0;big data
205;2014;Computer Science, Software Engineering;10.4018/ijdwm.2014100103;Spatial Data Mining: A Perspective of Big Data;2.0;43.0;1.0;1.0;0.0;big data
206;2015;Computer Science, Theory & Methods;10.1016/j.future.2014.07.001;Cloud-based adaptive compression and secure management services for 3D healthcare data;6.0;26.0;1.0;2.0;0.0;big data
207;2015;Oncology;10.1016/j.semcancer.2014.02.007;Network dynamics in the tumor microenvironment;1.0;76.0;1.0;1.0;2.0;big data
208;2014;Computer Science, Interdisciplinary Applications;10.1108/IMDS-07-2014-0212;Business value of in-memory technology - multiple-case study insights;3.0;64.0;2.0;2.0;0.0;big data
209;2014;Engineering, Industrial;10.1108/IMDS-07-2014-0212;Business value of in-memory technology - multiple-case study insights;3.0;64.0;2.0;2.0;0.0;big data
210;2014;Political Science;10.1111/psj.12050;Empirical Innovations in Policy Analysis;3.0;62.0;1.0;3.0;0.0;big data
211;2014;Public Administration;10.1111/psj.12050;Empirical Innovations in Policy Analysis;3.0;62.0;1.0;3.0;0.0;big data
212;2015;Computer Science, Hardware & Architecture;10.1109/MC.2015.28;Sustaining Computer's Impact and Adapting to Change;1.0;0.0;1.0;1.0;0.0;big data
213;2015;Computer Science, Software Engineering;10.1109/MC.2015.28;Sustaining Computer's Impact and Adapting to Change;1.0;0.0;1.0;1.0;0.0;big data
214;2012;Information Science & Library Science;;Critical questions for big data - Provocations for a cultural, technological, and scholarly phenomenon;2.0;56.0;1.0;1.0;0.0;big data
215;2014;Computer Science, Artificial Intelligence;10.1109/MIS.2014.20;Analyzing the Political Landscape of 2012 Korean Presidential Election in Twitter;3.0;18.0;2.0;2.0;0.0;big data
216;2014;Engineering, Electrical & Electronic;10.1109/MIS.2014.20;Analyzing the Political Landscape of 2012 Korean Presidential Election in Twitter;3.0;18.0;2.0;2.0;0.0;big data
217;2014;Computer Science, Artificial Intelligence;10.1016/j.neunet.2014.05.022;Semantically-based priors and nuanced knowledge core for Big Data, Social AI, and language understanding;1.0;30.0;1.0;1.0;0.0;big data
218;2014;Neurosciences;10.1016/j.neunet.2014.05.022;Semantically-based priors and nuanced knowledge core for Big Data, Social AI, and language understanding;1.0;30.0;1.0;1.0;0.0;big data
219;2014;Information Science & Library Science;;Making Sense of Big Data: A Facet Analysis Approach;1.0;28.0;1.0;1.0;0.0;big data
220;2014;Computer Science, Hardware & Architecture;10.1007/s00778-013-0319-9;A survey of large-scale analytical query processing in MapReduce;2.0;112.0;2.0;2.0;1.0;big data
221;2014;Computer Science, Information Systems;10.1007/s00778-013-0319-9;A survey of large-scale analytical query processing in MapReduce;2.0;112.0;2.0;2.0;1.0;big data
222;2014;Computer Science, Information Systems;10.1080/13658816.2014.894195;Optimizing an index with spatiotemporal patterns to support GEOSS Clearinghouse;5.0;49.0;1.0;1.0;0.0;big data
223;2014;Geography;10.1080/13658816.2014.894195;Optimizing an index with spatiotemporal patterns to support GEOSS Clearinghouse;5.0;49.0;1.0;1.0;0.0;big data
224;2014;Geography, Physical;10.1080/13658816.2014.894195;Optimizing an index with spatiotemporal patterns to support GEOSS Clearinghouse;5.0;49.0;1.0;1.0;0.0;big data
225;2014;Information Science & Library Science;10.1080/13658816.2014.894195;Optimizing an index with spatiotemporal patterns to support GEOSS Clearinghouse;5.0;49.0;1.0;1.0;0.0;big data
226;2014;Computer Science, Information Systems;10.3837/tiis.2014.06.012;Semantic Computing for Big Data: Approaches, Tools, and Emerging Directions (2011-2014);2.0;44.0;2.0;2.0;0.0;big data
227;2014;Telecommunications;10.3837/tiis.2014.06.012;Semantic Computing for Big Data: Approaches, Tools, and Emerging Directions (2011-2014);2.0;44.0;2.0;2.0;0.0;big data
228;2013;Engineering, Electrical & Electronic;10.1109/JSAC.2013.131211;Moving Big Data to The Cloud: An Online Cost-Minimizing Approach;6.0;20.0;3.0;4.0;2.0;big data
229;2013;Telecommunications;10.1109/JSAC.2013.131211;Moving Big Data to The Cloud: An Online Cost-Minimizing Approach;6.0;20.0;3.0;4.0;2.0;big data
230;2014;Pharmacology & Pharmacy;10.1111/bph.12580;Lost in Translation ( LiT);1.0;137.0;1.0;1.0;1.0;big data
231;2014;Computer Science, Information Systems;10.1016/j.ins.2014.01.015;Data-intensive applications, challenges, techniques and technologies: A survey on Big Data;2.0;200.0;1.0;1.0;7.0;big data
232;2014;Computer Science, Artificial Intelligence;10.1109/TKDE.2013.109;Data Mining with Big Data;4.0;56.0;2.0;4.0;12.0;big data
233;2014;Computer Science, Information Systems;10.1109/TKDE.2013.109;Data Mining with Big Data;4.0;56.0;2.0;4.0;12.0;big data
234;2014;Engineering, Electrical & Electronic;10.1109/TKDE.2013.109;Data Mining with Big Data;4.0;56.0;2.0;4.0;12.0;big data
235;2014;Computer Science, Information Systems;10.3837/tiis.2014.02.012;Emerging Internet Technology & Service toward Korean Government 3.0;1.0;3.0;1.0;1.0;0.0;big data
236;2014;Telecommunications;10.3837/tiis.2014.02.012;Emerging Internet Technology & Service toward Korean Government 3.0;1.0;3.0;1.0;1.0;0.0;big data
237;2013;Computer Science, Hardware & Architecture;10.1016/j.peva.2013.08.006;Generating request streams on Big Data using clustered renewal processes;6.0;29.0;2.0;3.0;0.0;big data
238;2013;Computer Science, Theory & Methods;10.1016/j.peva.2013.08.006;Generating request streams on Big Data using clustered renewal processes;6.0;29.0;2.0;3.0;0.0;big data
239;2014;Political Science;10.1111/ropr.12083;Big Data and US Public Policy;2.0;4.0;1.0;1.0;0.0;big data
240;2014;Public Administration;10.1111/ropr.12083;Big Data and US Public Policy;2.0;4.0;1.0;1.0;0.0;big data
241;2013;Economics;10.1016/j.jtrangeo.2013.04.007;Beyond sharing: cultivating cooperative transportation systems through geographic information science;1.0;152.0;1.0;1.0;1.0;big data
242;2013;Geography;10.1016/j.jtrangeo.2013.04.007;Beyond sharing: cultivating cooperative transportation systems through geographic information science;1.0;152.0;1.0;1.0;1.0;big data
243;2013;Transportation;10.1016/j.jtrangeo.2013.04.007;Beyond sharing: cultivating cooperative transportation systems through geographic information science;1.0;152.0;1.0;1.0;1.0;big data
244;2014;Political Science;10.1111/ropr.12080;The Promise and Potential of Big Data: A Case for Discovery Informatics;1.0;17.0;1.0;1.0;0.0;big data
245;2014;Public Administration;10.1111/ropr.12080;The Promise and Potential of Big Data: A Case for Discovery Informatics;1.0;17.0;1.0;1.0;0.0;big data
246;2013;Information Science & Library Science;;Yes, we (s)can - main actors and points of views in the Snowden Case;1.0;0.0;0.0;0.0;0.0;big data
247;2014;Political Science;10.1111/ropr.12079;Big Data for Policy Analysis: The Good, The Bad, and The Ugly;2.0;15.0;1.0;1.0;0.0;big data
248;2014;Public Administration;10.1111/ropr.12079;Big Data for Policy Analysis: The Good, The Bad, and The Ugly;2.0;15.0;1.0;1.0;0.0;big data
249;2015;Computer Science, Interdisciplinary Applications;10.1016/j.envsoft.2014.10.007;Web technologies for environmental Big Data;5.0;102.0;2.0;4.0;0.0;big data
250;2015;Engineering, Environmental;10.1016/j.envsoft.2014.10.007;Web technologies for environmental Big Data;5.0;102.0;2.0;4.0;0.0;big data
251;2015;Environmental Sciences;10.1016/j.envsoft.2014.10.007;Web technologies for environmental Big Data;5.0;102.0;2.0;4.0;0.0;big data
252;2015;Computer Science, Information Systems;10.1007/s10586-014-0400-1;Scaling up MapReduce-based Big Data Processing on Multi-GPU systems;5.0;26.0;2.0;2.0;0.0;big data
253;2015;Computer Science, Theory & Methods;10.1007/s10586-014-0400-1;Scaling up MapReduce-based Big Data Processing on Multi-GPU systems;5.0;26.0;2.0;2.0;0.0;big data
254;2014;Sociology;10.1177/0038038513511561;Big Data: Methodological Challenges and Approaches for Sociological Analysis;4.0;39.0;1.0;1.0;0.0;big data
255;2015;Ethics;10.1007/s10676-014-9357-2;Data barns, ambient intelligence and cloud computing: the tacit epistemology and linguistic representation of Big Data;2.0;36.0;1.0;2.0;0.0;big data
256;2015;Information Science & Library Science;10.1007/s10676-014-9357-2;Data barns, ambient intelligence and cloud computing: the tacit epistemology and linguistic representation of Big Data;2.0;36.0;1.0;2.0;0.0;big data
257;2015;Philosophy;10.1007/s10676-014-9357-2;Data barns, ambient intelligence and cloud computing: the tacit epistemology and linguistic representation of Big Data;2.0;36.0;1.0;2.0;0.0;big data
258;2015;Environmental Studies;10.1016/j.compenvurbsys.2015.01.002;A scalable framework for spatiotemporal analysis of location-based social media data;6.0;46.0;1.0;2.0;0.0;big data
259;2015;Geography;10.1016/j.compenvurbsys.2015.01.002;A scalable framework for spatiotemporal analysis of location-based social media data;6.0;46.0;1.0;2.0;0.0;big data
260;2014;Cardiac & Cardiovascular System;10.1007/s11886-013-0441-8;Artificial Intelligence in Medicine and Cardiac Imaging: Harnessing Big Data and Advanced Computing to Provide Personalized Medical Diagnosis and Treatment;2.0;18.0;1.0;2.0;0.0;big data
261;2014;Computer Science, Information Systems;10.1108/AJIM-09-2013-0092;Global social media, local context A case study of Chinese-language tweets about the 2012 presidential election in Taiwan;2.0;29.0;1.0;2.0;0.0;big data
262;2014;Information Science & Library Science;10.1108/AJIM-09-2013-0092;Global social media, local context A case study of Chinese-language tweets about the 2012 presidential election in Taiwan;2.0;29.0;1.0;2.0;0.0;big data
263;2014;Computer Science, Hardware & Architecture;10.1016/j.jnca.2014.05.010;Scalable nearest neighbor query processing based on Inverted Grid Index;5.0;25.0;1.0;3.0;0.0;big data
264;2014;Computer Science, Interdisciplinary Applications;10.1016/j.jnca.2014.05.010;Scalable nearest neighbor query processing based on Inverted Grid Index;5.0;25.0;1.0;3.0;0.0;big data
265;2014;Computer Science, Software Engineering;10.1016/j.jnca.2014.05.010;Scalable nearest neighbor query processing based on Inverted Grid Index;5.0;25.0;1.0;3.0;0.0;big data
266;2013;Hematology;10.1159/000356751;Big Data in Nephrology: Friend or Foe?;1.0;25.0;1.0;1.0;0.0;big data
267;2013;Urology & Nephrology;10.1159/000356751;Big Data in Nephrology: Friend or Foe?;1.0;25.0;1.0;1.0;0.0;big data
268;2014;Biotechnology & Applied Microbiology;10.1186/1471-2164-15-966;A novel approach for multi-domain and multi-gene family identification provides insights into evolutionary dynamics of disease resistance genes in core eudicot plants;5.0;112.0;5.0;6.0;0.0;big data
269;2014;Genetics & Heredity;10.1186/1471-2164-15-966;A novel approach for multi-domain and multi-gene family identification provides insights into evolutionary dynamics of disease resistance genes in core eudicot plants;5.0;112.0;5.0;6.0;0.0;big data
270;2014;Computer Science, Artificial Intelligence;10.1016/j.neunet.2014.05.009;Community-aware user profile enrichment in folksonomy;6.0;61.0;1.0;2.0;1.0;big data
271;2014;Neurosciences;10.1016/j.neunet.2014.05.009;Community-aware user profile enrichment in folksonomy;6.0;61.0;1.0;2.0;1.0;big data
272;2014;Computer Science, Interdisciplinary Applications;10.1007/s11192-014-1238-2;Open data and open code for big science of science studies;3.0;14.0;1.0;1.0;0.0;big data
273;2014;Information Science & Library Science;10.1007/s11192-014-1238-2;Open data and open code for big science of science studies;3.0;14.0;1.0;1.0;0.0;big data
274;2013;Computer Science, Information Systems;10.1007/s12083-013-0228-0;DS2: A DHT-based substrate for distributed services;4.0;21.0;1.0;2.0;0.0;big data
275;2013;Telecommunications;10.1007/s12083-013-0228-0;DS2: A DHT-based substrate for distributed services;4.0;21.0;1.0;2.0;0.0;big data
276;2014;Biochemical Research Methods;10.1186/s12859-014-0424-9;BitTorious: global controlled genomics data publication, research and archiving via BitTorrent extensions;2.0;9.0;1.0;1.0;0.0;big data
277;2014;Biotechnology & Applied Microbiology;10.1186/s12859-014-0424-9;BitTorious: global controlled genomics data publication, research and archiving via BitTorrent extensions;2.0;9.0;1.0;1.0;0.0;big data
278;2014;Mathematical & Computational Biology;10.1186/s12859-014-0424-9;BitTorious: global controlled genomics data publication, research and archiving via BitTorrent extensions;2.0;9.0;1.0;1.0;0.0;big data
279;2015;Computer Science, Information Systems;10.1016/j.is.2014.11.005;Supporting set-valued joins in NoSQL using Map Reduce;2.0;25.0;1.0;2.0;0.0;big data
280;2014;Automation & Control Systems;10.1109/TII.2014.2302638;An Integrated System for Regional Environmental Monitoring and Management Based on Internet of Things;7.0;68.0;2.0;7.0;5.0;big data
281;2014;Computer Science, Interdisciplinary Applications;10.1109/TII.2014.2302638;An Integrated System for Regional Environmental Monitoring and Management Based on Internet of Things;7.0;68.0;2.0;7.0;5.0;big data
282;2014;Engineering, Industrial;10.1109/TII.2014.2302638;An Integrated System for Regional Environmental Monitoring and Management Based on Internet of Things;7.0;68.0;2.0;7.0;5.0;big data
283;2015;Pediatrics;10.1007/s12098-014-1585-2;The Pediatrix BabySteps (R) Data Warehouse - A Unique National Resource for Improving Outcomes for Neonates;3.0;13.0;1.0;1.0;0.0;big data
284;2014;Computer Science, Artificial Intelligence;10.1016/j.knosys.2014.05.008;PoliTwi: Early detection of emerging political topics on twitter and the impact on concept-level sentiment analysis;4.0;33.0;1.0;2.0;0.0;big data
285;2014;Social Sciences, Mathematical Methods;;From multiple modes for surveys to multiple data sources for estimates;1.0;56.0;1.0;1.0;0.0;big data
286;2014;Statistics & Probability;;From multiple modes for surveys to multiple data sources for estimates;1.0;56.0;1.0;1.0;0.0;big data
287;2013;Computer Science, Artificial Intelligence;10.1016/j.eswa.2012.09.017;Effects of data set features on the performances of classification algorithms;2.0;55.0;1.0;1.0;7.0;big data
288;2013;Engineering, Electrical & Electronic;10.1016/j.eswa.2012.09.017;Effects of data set features on the performances of classification algorithms;2.0;55.0;1.0;1.0;7.0;big data
289;2013;Operations Research & Management Science;10.1016/j.eswa.2012.09.017;Effects of data set features on the performances of classification algorithms;2.0;55.0;1.0;1.0;7.0;big data
290;2014;Computer Science, Theory & Methods;10.1016/j.future.2013.07.016;Exploiting mean field analysis to model performances of big data architectures;4.0;28.0;1.0;3.0;1.0;big data
291;2015;Urban Studies;10.1016/j.cities.2014.11.013;Head/tail breaks for visualization of city structure and dynamics;1.0;32.0;1.0;1.0;0.0;big data
292;2013;Computer Science, Interdisciplinary Applications;10.1016/j.cageo.2013.07.025;Big data visual analytics for exploratory earth system simulation analysis;8.0;33.0;1.0;2.0;3.0;big data
293;2013;Geosciences, Multidisciplinary;10.1016/j.cageo.2013.07.025;Big data visual analytics for exploratory earth system simulation analysis;8.0;33.0;1.0;2.0;3.0;big data
294;2013;Literature;10.1016/j.poetic.2013.08.002;Trawling in the Sea of the Great Unread: Sub-corpus topic modeling and Humanities research;2.0;68.0;1.0;2.0;2.0;big data
295;2013;Sociology;10.1016/j.poetic.2013.08.002;Trawling in the Sea of the Great Unread: Sub-corpus topic modeling and Humanities research;2.0;68.0;1.0;2.0;2.0;big data
296;2013;Biology;10.1111/biom.12085;Bayesian Spatial Transformation Models with Applications in Neuroimaging Data;3.0;37.0;1.0;1.0;0.0;big data
297;2013;Mathematical & Computational Biology;10.1111/biom.12085;Bayesian Spatial Transformation Models with Applications in Neuroimaging Data;3.0;37.0;1.0;1.0;0.0;big data
298;2013;Statistics & Probability;10.1111/biom.12085;Bayesian Spatial Transformation Models with Applications in Neuroimaging Data;3.0;37.0;1.0;1.0;0.0;big data
299;2013;Operations Research & Management Science;10.1007/s11518-013-5219-4;Big Data: Unleashing information;1.0;43.0;1.0;1.0;4.0;big data
300;2015;Computer Science, Software Engineering;10.1016/j.jss.2014.07.023;Measuring the veracity of web event via uncertainty;3.0;25.0;1.0;2.0;0.0;big data
301;2015;Computer Science, Theory & Methods;10.1016/j.jss.2014.07.023;Measuring the veracity of web event via uncertainty;3.0;25.0;1.0;2.0;0.0;big data
302;2015;Information Science & Library Science;10.1016/j.tele.2014.09.006;Ecological views of big data: Perspectives and issues;2.0;24.0;1.0;2.0;0.0;big data
303;2014;Computer Science, Artificial Intelligence;10.1016/j.neunet.2014.05.017;Exploring personalized searches using tag-based user profiles and resource profiles in folksonomy;4.0;31.0;1.0;2.0;0.0;big data
304;2014;Neurosciences;10.1016/j.neunet.2014.05.017;Exploring personalized searches using tag-based user profiles and resource profiles in folksonomy;4.0;31.0;1.0;2.0;0.0;big data
305;2013;Computer Science, Information Systems;10.1016/j.pmcj.2013.07.002;Visual analysis of social networks in space and time using smartphone logs;3.0;25.0;1.0;1.0;1.0;big data
306;2013;Telecommunications;10.1016/j.pmcj.2013.07.002;Visual analysis of social networks in space and time using smartphone logs;3.0;25.0;1.0;1.0;1.0;big data
307;2014;Nursing;10.1016/j.outlook.2014.06.008;Biobehavioral examination of fatigue across populations: Report from a P30 Center of Excellence;11.0;25.0;1.0;2.0;0.0;big data
308;2015;Economics;10.1093/cjres/rsu021;The digital skin of cities: urban theory and research in the age of the sensored and metered city, ubiquitous computing and big data;2.0;52.0;3.0;3.0;1.0;big data
309;2015;Geography;10.1093/cjres/rsu021;The digital skin of cities: urban theory and research in the age of the sensored and metered city, ubiquitous computing and big data;2.0;52.0;3.0;3.0;1.0;big data
310;2014;Computer Science, Artificial Intelligence;10.1016/j.neucom.2013.02.053;Parallelized extreme learning machine ensemble based on min-max modular network;4.0;56.0;1.0;1.0;0.0;big data
311;2015;Computer Science, Artificial Intelligence;10.1016/j.eswa.2014.10.049;Association rule mining with mostly associated sequential patterns;1.0;40.0;1.0;1.0;0.0;big data
312;2015;Engineering, Electrical & Electronic;10.1016/j.eswa.2014.10.049;Association rule mining with mostly associated sequential patterns;1.0;40.0;1.0;1.0;0.0;big data
313;2015;Operations Research & Management Science;10.1016/j.eswa.2014.10.049;Association rule mining with mostly associated sequential patterns;1.0;40.0;1.0;1.0;0.0;big data
314;2013;Information Science & Library Science;10.1016/j.joi.2013.05.004;"Decomposing social and semantic networks in emerging ""big data"" research";2.0;48.0;2.0;2.0;5.0;big data
315;2015;Computer Science, Artificial Intelligence;10.1016/j.knosys.2014.11.007;Big data for Natural Language Processing: A streaming approach;5.0;31.0;1.0;1.0;0.0;big data
316;2015;Computer Science, Theory & Methods;10.1016/j.future.2014.04.002;Knowle: A semantic link network based system for organizing large scale online news events;7.0;46.0;1.0;4.0;0.0;big data
317;2014;Public, Environmental & Occupational Health;10.1186/1476-072X-13-10;On the Internet of Things, smart cities and the WHO Healthy Cities;2.0;36.0;2.0;2.0;2.0;big data
318;2014;Computer Science, Hardware & Architecture;10.1007/s11036-013-0489-0;Big Data: A Survey;3.0;155.0;2.0;3.0;8.0;big data
319;2014;Computer Science, Information Systems;10.1007/s11036-013-0489-0;Big Data: A Survey;3.0;155.0;2.0;3.0;8.0;big data
320;2014;Telecommunications;10.1007/s11036-013-0489-0;Big Data: A Survey;3.0;155.0;2.0;3.0;8.0;big data
321;2014;Gastroenterology & Hepatology;;An analysis of digestive diseases blog in the viewpoint of big data;3.0;0.0;1.0;1.0;0.0;big data
322;2014;Law;10.1016/j.clsr.2014.07.006;Legal aspects of managing Big Data;1.0;3.0;1.0;1.0;0.0;big data
323;2014;Computer Science, Artificial Intelligence;10.1007/s10601-013-9155-1;Grand challenges for constraint programming;2.0;24.0;1.0;1.0;0.0;big data
324;2014;Computer Science, Theory & Methods;10.1007/s10601-013-9155-1;Grand challenges for constraint programming;2.0;24.0;1.0;1.0;0.0;big data
325;2015;Engineering, Civil;10.1109/TITS.2014.2323341;Traffic Signal Phase and Timing Estimation From Low-Frequency Transit Bus Data;4.0;14.0;2.0;2.0;0.0;big data
326;2015;Engineering, Electrical & Electronic;10.1109/TITS.2014.2323341;Traffic Signal Phase and Timing Estimation From Low-Frequency Transit Bus Data;4.0;14.0;2.0;2.0;0.0;big data
327;2015;Transportation Science & Technology;10.1109/TITS.2014.2323341;Traffic Signal Phase and Timing Estimation From Low-Frequency Transit Bus Data;4.0;14.0;2.0;2.0;0.0;big data
328;2014;Computer Science, Information Systems;10.1016/j.diin.2014.08.002;Distributed filesystem forensics: XtreemFS as a case study;2.0;45.0;1.0;1.0;1.0;big data
329;2014;Computer Science, Interdisciplinary Applications;10.1016/j.diin.2014.08.002;Distributed filesystem forensics: XtreemFS as a case study;2.0;45.0;1.0;1.0;1.0;big data
330;2013;Computer Science, Artificial Intelligence;10.1016/j.dss.2012.05.048;Leveraging the capabilities of service-oriented decision support systems: Putting analytics and big data in cloud;2.0;50.0;1.0;2.0;7.0;big data
331;2013;Computer Science, Information Systems;10.1016/j.dss.2012.05.048;Leveraging the capabilities of service-oriented decision support systems: Putting analytics and big data in cloud;2.0;50.0;1.0;2.0;7.0;big data
332;2013;Operations Research & Management Science;10.1016/j.dss.2012.05.048;Leveraging the capabilities of service-oriented decision support systems: Putting analytics and big data in cloud;2.0;50.0;1.0;2.0;7.0;big data
333;2013;Pharmacology & Pharmacy;10.1016/j.addr.2013.04.008;Statistical analysis of big data on pharmacogenomics;2.0;101.0;1.0;1.0;2.0;big data
334;2015;Computer Science, Information Systems;10.3414/ME14-01-0030;Health Level Seven Interoperability Strategy: Big Data, Incrementally Structured;3.0;13.0;1.0;2.0;0.0;big data
335;2015;Health Care Sciences & Services;10.3414/ME14-01-0030;Health Level Seven Interoperability Strategy: Big Data, Incrementally Structured;3.0;13.0;1.0;2.0;0.0;big data
336;2015;Medical Informatics;10.3414/ME14-01-0030;Health Level Seven Interoperability Strategy: Big Data, Incrementally Structured;3.0;13.0;1.0;2.0;0.0;big data
337;2014;Computer Science, Interdisciplinary Applications;10.1007/s11192-013-1123-4;An interview with Loet Leydesdorff: the past, present, and future of the triple helix in the age of big data;1.0;14.0;1.0;1.0;2.0;big data
338;2014;Information Science & Library Science;10.1007/s11192-013-1123-4;An interview with Loet Leydesdorff: the past, present, and future of the triple helix in the age of big data;1.0;14.0;1.0;1.0;2.0;big data
